city,county_name,state_name,short_url,day,lat,lng,search_url
Kingston,Piute County,Utah,https://wilfordwoodruffpapers.org/p/XQ8k,1881-11-24,38.2067,-112.1793,https://wilfordwoodruffpapers.org/places?search=Kingston+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/WP3W,1888-12-01,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/Rl3L,1889-07-19,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Payson,Utah County,Utah,https://wilfordwoodruffpapers.org/p/Pj3z,1881-08-31,40.036,-111.7395,https://wilfordwoodruffpapers.org/places?search=Payson+Utah
Spanish Fork,Utah County,Utah,https://wilfordwoodruffpapers.org/p/Pj3z,1881-08-31,40.1101,-111.6406,https://wilfordwoodruffpapers.org/places?search=Spanish+Fork+Utah
Springville,Utah County,Utah,https://wilfordwoodruffpapers.org/p/Pj3z,1881-08-31,40.1638,-111.6206,https://wilfordwoodruffpapers.org/places?search=Springville+Utah
Salem,Utah County,Utah,https://wilfordwoodruffpapers.org/p/Pj3z,1881-08-31,40.054,-111.672,https://wilfordwoodruffpapers.org/places?search=Salem+Utah
Logan,Cache County,Utah,https://wilfordwoodruffpapers.org/p/NO3L,1889-05-06,41.74,-111.8419,https://wilfordwoodruffpapers.org/places?search=Logan+Utah
Kanab,Kane County,Utah,https://wilfordwoodruffpapers.org/p/K83r,1881-11-20,37.0262,-112.5219,https://wilfordwoodruffpapers.org/places?search=Kanab+Utah
Glendale,Kane County,Utah,https://wilfordwoodruffpapers.org/p/K83r,1881-11-20,37.3342,-112.6035,https://wilfordwoodruffpapers.org/places?search=Glendale+Utah
Orderville,Kane County,Utah,https://wilfordwoodruffpapers.org/p/K83r,1881-11-20,37.254,-112.6574,https://wilfordwoodruffpapers.org/places?search=Orderville+Utah
Provo,Utah County,Utah,https://wilfordwoodruffpapers.org/p/Dq4B,1881-08-26,40.2457,-111.6457,https://wilfordwoodruffpapers.org/places?search=Provo+Utah
Lehi,Utah County,Utah,https://wilfordwoodruffpapers.org/p/Dq4B,1881-08-26,40.4136,-111.8726,https://wilfordwoodruffpapers.org/places?search=Lehi+Utah
Pleasant Grove,Utah County,Utah,https://wilfordwoodruffpapers.org/p/Dq4B,1881-08-26,40.3716,-111.7412,https://wilfordwoodruffpapers.org/places?search=Pleasant+Grove+Utah
American Fork,Utah County,Utah,https://wilfordwoodruffpapers.org/p/Dq4B,1881-08-26,40.3792,-111.7952,https://wilfordwoodruffpapers.org/places?search=American+Fork+Utah
Alpine,Utah County,Utah,https://wilfordwoodruffpapers.org/p/Dq4B,1881-08-26,40.4629,-111.7724,https://wilfordwoodruffpapers.org/places?search=Alpine+Utah
Tonto Basin,Gila County,Arizona,https://wilfordwoodruffpapers.org/p/A64B,1889-07-11,33.8361,-111.3003,https://wilfordwoodruffpapers.org/places?search=Tonto+Basin+Arizona
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/z6Zr,1889-05-04,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Logan,Cache County,Utah,https://wilfordwoodruffpapers.org/p/z6Zr,1889-05-04,41.74,-111.8419,https://wilfordwoodruffpapers.org/places?search=Logan+Utah
Brigham City,Box Elder County,Utah,https://wilfordwoodruffpapers.org/p/z6Zr,1889-05-04,41.5034,-112.0454,https://wilfordwoodruffpapers.org/places?search=Brigham+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/w0WJ,1882-02-09,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/w0WJ,1882-02-09,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
St. George,Washington County,Utah,https://wilfordwoodruffpapers.org/p/r2Ow,1881-11-15,37.077,-113.577,https://wilfordwoodruffpapers.org/places?search=St.+George+Utah
Rockville,Washington County,Utah,https://wilfordwoodruffpapers.org/p/r2Ow,1881-11-15,37.1478,-113.0548,https://wilfordwoodruffpapers.org/places?search=Rockville+Utah
Toquerville,Washington County,Utah,https://wilfordwoodruffpapers.org/p/r2Ow,1881-11-15,37.2666,-113.2951,https://wilfordwoodruffpapers.org/places?search=Toquerville+Utah
Independence,Jackson County,Missouri,https://wilfordwoodruffpapers.org/p/qQN3,1889-07-04,39.0871,-94.3501,https://wilfordwoodruffpapers.org/places?search=Independence+Missouri
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/pZM1,1881-05-18,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Manti,Sanpete County,Utah,https://wilfordwoodruffpapers.org/p/pZM1,1881-05-18,39.2669,-111.6351,https://wilfordwoodruffpapers.org/places?search=Manti+Utah
Fountain Green,Sanpete County,Utah,https://wilfordwoodruffpapers.org/p/pZM1,1881-05-18,39.6281,-111.6413,https://wilfordwoodruffpapers.org/places?search=Fountain+Green+Utah
Nephi,Juab County,Utah,https://wilfordwoodruffpapers.org/p/pZM1,1881-05-18,39.7072,-111.8323,https://wilfordwoodruffpapers.org/places?search=Nephi+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/oZLz,1889-05-01,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/oZLz,1889-05-01,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/nRK4,1881-08-21,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Fountain Green,Sanpete County,Utah,https://wilfordwoodruffpapers.org/p/nRK4,1881-08-21,39.6281,-111.6413,https://wilfordwoodruffpapers.org/places?search=Fountain+Green+Utah
Nephi,Juab County,Utah,https://wilfordwoodruffpapers.org/p/nRK4,1881-08-21,39.7072,-111.8323,https://wilfordwoodruffpapers.org/places?search=Nephi+Utah
Nephi,Juab County,Utah,https://wilfordwoodruffpapers.org/p/mqJp,1889-03-17,39.7072,-111.8323,https://wilfordwoodruffpapers.org/places?search=Nephi+Utah
St. George,Washington County,Utah,https://wilfordwoodruffpapers.org/p/gpz9,1881-11-09,37.077,-113.577,https://wilfordwoodruffpapers.org/places?search=St.+George+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/pZM6,1889-03-12,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Provo,Utah County,Utah,https://wilfordwoodruffpapers.org/p/pZM6,1889-03-12,40.2457,-111.6457,https://wilfordwoodruffpapers.org/places?search=Provo+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/oZLK,1889-03-12,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/nRKl,1889-09-18,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Evanston,Uinta County,Wyoming,https://wilfordwoodruffpapers.org/p/nRKl,1889-09-18,41.2602,-110.9646,https://wilfordwoodruffpapers.org/places?search=Evanston+Wyoming
Montpelier,Bear Lake County,Idaho,https://wilfordwoodruffpapers.org/p/nRKl,1889-09-18,42.326,-111.2988,https://wilfordwoodruffpapers.org/places?search=Montpelier+Idaho
Manti,Sanpete County,Utah,https://wilfordwoodruffpapers.org/p/mqJ0,1881-05-14,39.2669,-111.6351,https://wilfordwoodruffpapers.org/places?search=Manti+Utah
Fountain Green,Sanpete County,Utah,https://wilfordwoodruffpapers.org/p/mqJ0,1881-05-14,39.6281,-111.6413,https://wilfordwoodruffpapers.org/places?search=Fountain+Green+Utah
Moroni,Sanpete County,Utah,https://wilfordwoodruffpapers.org/p/mqJ0,1881-05-14,39.5271,-111.5832,https://wilfordwoodruffpapers.org/places?search=Moroni+Utah
Mount Pleasant,Sanpete County,Utah,https://wilfordwoodruffpapers.org/p/mqJ0,1881-05-14,39.5408,-111.4558,https://wilfordwoodruffpapers.org/places?search=Mount+Pleasant+Utah
Nephi,Juab County,Utah,https://wilfordwoodruffpapers.org/p/mqJ0,1881-05-14,39.7072,-111.8323,https://wilfordwoodruffpapers.org/places?search=Nephi+Utah
Ephraim,Sanpete County,Utah,https://wilfordwoodruffpapers.org/p/mqJ0,1881-05-14,39.3564,-111.5847,https://wilfordwoodruffpapers.org/places?search=Ephraim+Utah
Wales,Sanpete County,Utah,https://wilfordwoodruffpapers.org/p/mqJ0,1881-05-14,39.4853,-111.636,https://wilfordwoodruffpapers.org/places?search=Wales+Utah
St. George,Washington County,Utah,https://wilfordwoodruffpapers.org/p/k2EX,1881-11-08,37.077,-113.577,https://wilfordwoodruffpapers.org/places?search=St.+George+Utah
Cedar City,Iron County,Utah,https://wilfordwoodruffpapers.org/p/k2EX,1881-11-08,37.6834,-113.0956,https://wilfordwoodruffpapers.org/places?search=Cedar+City+Utah
Pine Valley,Washington County,Utah,https://wilfordwoodruffpapers.org/p/k2EX,1881-11-08,37.3904,-113.5061,https://wilfordwoodruffpapers.org/places?search=Pine+Valley+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/jYD5,1889-04-28,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Brigham City,Box Elder County,Utah,https://wilfordwoodruffpapers.org/p/jYD5,1889-04-28,41.5034,-112.0454,https://wilfordwoodruffpapers.org/places?search=Brigham+City+Utah
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/gpz6,1889-06-26,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/gpz6,1889-06-26,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Provo,Utah County,Utah,https://wilfordwoodruffpapers.org/p/gpz6,1889-06-26,40.2457,-111.6457,https://wilfordwoodruffpapers.org/places?search=Provo+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/08QX,1889-06-26,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/834o,1881-08-13,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/834o,1881-08-13,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Manti,Sanpete County,Utah,https://wilfordwoodruffpapers.org/p/834o,1881-08-13,39.2669,-111.6351,https://wilfordwoodruffpapers.org/places?search=Manti+Utah
Moroni,Sanpete County,Utah,https://wilfordwoodruffpapers.org/p/834o,1881-08-13,39.5271,-111.5832,https://wilfordwoodruffpapers.org/places?search=Moroni+Utah
Nephi,Juab County,Utah,https://wilfordwoodruffpapers.org/p/834o,1881-08-13,39.7072,-111.8323,https://wilfordwoodruffpapers.org/places?search=Nephi+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/794A,1889-09-15,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/794A,1889-09-15,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Evanston,Uinta County,Wyoming,https://wilfordwoodruffpapers.org/p/794A,1889-09-15,41.2602,-110.9646,https://wilfordwoodruffpapers.org/places?search=Evanston+Wyoming
Paris,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/794A,1889-09-15,42.2273,-111.4032,https://wilfordwoodruffpapers.org/places?search=Paris+Idaho
Montpelier,Bear Lake County,Idaho,https://wilfordwoodruffpapers.org/p/794A,1889-09-15,42.326,-111.2988,https://wilfordwoodruffpapers.org/places?search=Montpelier+Idaho
Lehi,Utah County,Utah,https://wilfordwoodruffpapers.org/p/6WZ9,1889-03-07,40.4136,-111.8726,https://wilfordwoodruffpapers.org/places?search=Lehi+Utah
Payson,Utah County,Utah,https://wilfordwoodruffpapers.org/p/6WZ9,1889-03-07,40.036,-111.7395,https://wilfordwoodruffpapers.org/places?search=Payson+Utah
Spanish Fork,Utah County,Utah,https://wilfordwoodruffpapers.org/p/6WZ9,1889-03-07,40.1101,-111.6406,https://wilfordwoodruffpapers.org/places?search=Spanish+Fork+Utah
Springville,Utah County,Utah,https://wilfordwoodruffpapers.org/p/6WZ9,1889-03-07,40.1638,-111.6206,https://wilfordwoodruffpapers.org/places?search=Springville+Utah
American Fork,Utah County,Utah,https://wilfordwoodruffpapers.org/p/6WZ9,1889-03-07,40.3792,-111.7952,https://wilfordwoodruffpapers.org/places?search=American+Fork+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/57YR,1882-01-20,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/57YR,1882-01-20,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Logan,Cache County,Utah,https://wilfordwoodruffpapers.org/p/57YR,1882-01-20,41.74,-111.8419,https://wilfordwoodruffpapers.org/places?search=Logan+Utah
Paris,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/57YR,1882-01-20,42.2273,-111.4032,https://wilfordwoodruffpapers.org/places?search=Paris+Idaho
Smithfield,Cache County,Utah,https://wilfordwoodruffpapers.org/p/57YR,1882-01-20,41.8347,-111.8266,https://wilfordwoodruffpapers.org/places?search=Smithfield+Utah
Nauvoo,Hancock County,Illinois,https://wilfordwoodruffpapers.org/p/46X6,1889-04-26,40.5457,-91.3829,https://wilfordwoodruffpapers.org/places?search=Nauvoo+Illinois
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/46X6,1889-04-26,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/36WQ,1889-04-26,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Sacramento,Sacramento County,California,https://wilfordwoodruffpapers.org/p/36WQ,1889-04-26,38.5667,-121.4683,https://wilfordwoodruffpapers.org/places?search=Sacramento+California
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/36WQ,1889-04-26,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/28Vv,1881-08-05,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Brigham City,Box Elder County,Utah,https://wilfordwoodruffpapers.org/p/28Vv,1881-08-05,41.5034,-112.0454,https://wilfordwoodruffpapers.org/places?search=Brigham+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/Z8j6,1881-05-06,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/Z8j6,1881-05-06,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Logan,Cache County,Utah,https://wilfordwoodruffpapers.org/p/Z8j6,1881-05-06,41.74,-111.8419,https://wilfordwoodruffpapers.org/places?search=Logan+Utah
Brigham City,Box Elder County,Utah,https://wilfordwoodruffpapers.org/p/Z8j6,1881-05-06,41.5034,-112.0454,https://wilfordwoodruffpapers.org/places?search=Brigham+City+Utah
Franklin,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/Z8j6,1881-05-06,42.0124,-111.8036,https://wilfordwoodruffpapers.org/places?search=Franklin+Idaho
Mendon,Cache County,Utah,https://wilfordwoodruffpapers.org/p/Z8j6,1881-05-06,41.7102,-111.9776,https://wilfordwoodruffpapers.org/places?search=Mendon+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/Y7gp,1881-11-04,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
St. George,Washington County,Utah,https://wilfordwoodruffpapers.org/p/Y7gp,1881-11-04,37.077,-113.577,https://wilfordwoodruffpapers.org/places?search=St.+George+Utah
Fillmore,Millard County,Utah,https://wilfordwoodruffpapers.org/p/Y7gp,1881-11-04,38.964,-112.3387,https://wilfordwoodruffpapers.org/places?search=Fillmore+Utah
Beaver,Beaver County,Utah,https://wilfordwoodruffpapers.org/p/Y7gp,1881-11-04,38.2759,-112.6383,https://wilfordwoodruffpapers.org/places?search=Beaver+Utah
Parowan,Iron County,Utah,https://wilfordwoodruffpapers.org/p/Y7gp,1881-11-04,37.8326,-112.8296,https://wilfordwoodruffpapers.org/places?search=Parowan+Utah
Kanosh,Millard County,Utah,https://wilfordwoodruffpapers.org/p/Y7gp,1881-11-04,38.8024,-112.4378,https://wilfordwoodruffpapers.org/places?search=Kanosh+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/XQEm,1888-10-31,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Provo,Utah County,Utah,https://wilfordwoodruffpapers.org/p/WPDg,1889-03-03,40.2457,-111.6457,https://wilfordwoodruffpapers.org/places?search=Provo+Utah
Kaysville,Davis County,Utah,https://wilfordwoodruffpapers.org/p/QkwY,1889-06-16,41.029,-111.9456,https://wilfordwoodruffpapers.org/places?search=Kaysville+Utah
Logan,Cache County,Utah,https://wilfordwoodruffpapers.org/p/NOqz,1881-08-01,41.74,-111.8419,https://wilfordwoodruffpapers.org/places?search=Logan+Utah
Brigham City,Box Elder County,Utah,https://wilfordwoodruffpapers.org/p/NOqz,1881-08-01,41.5034,-112.0454,https://wilfordwoodruffpapers.org/places?search=Brigham+City+Utah
Smithfield,Cache County,Utah,https://wilfordwoodruffpapers.org/p/NOqz,1881-08-01,41.8347,-111.8266,https://wilfordwoodruffpapers.org/places?search=Smithfield+Utah
Randolph,Rich County,Utah,https://wilfordwoodruffpapers.org/p/LZo4,1881-10-29,41.6644,-111.1857,https://wilfordwoodruffpapers.org/places?search=Randolph+Utah
Scipio,Millard County,Utah,https://wilfordwoodruffpapers.org/p/LZo4,1881-10-29,39.2491,-112.1044,https://wilfordwoodruffpapers.org/places?search=Scipio+Utah
Nephi,Juab County,Utah,https://wilfordwoodruffpapers.org/p/LZo4,1881-10-29,39.7072,-111.8323,https://wilfordwoodruffpapers.org/places?search=Nephi+Utah
Holden,Millard County,Utah,https://wilfordwoodruffpapers.org/p/LZo4,1881-10-29,39.1003,-112.2705,https://wilfordwoodruffpapers.org/places?search=Holden+Utah
Franklin,Oneida County,Idaho,https://wilfordwoodruffpapers.org/p/K8nn,1881-05-03,42.0124,-111.8036,https://wilfordwoodruffpapers.org/places?search=Franklin+Idaho
Hyde Park,Cache County,Utah,https://wilfordwoodruffpapers.org/p/K8nn,1881-05-03,41.8008,-111.8119,https://wilfordwoodruffpapers.org/places?search=Hyde+Park+Utah
Richmond,Cache County,Utah,https://wilfordwoodruffpapers.org/p/K8nn,1881-05-03,41.923,-111.8075,https://wilfordwoodruffpapers.org/places?search=Richmond+Utah
Smithfield,Cache County,Utah,https://wilfordwoodruffpapers.org/p/K8nn,1881-05-03,41.8347,-111.8266,https://wilfordwoodruffpapers.org/places?search=Smithfield+Utah
St. George,Washington County,Utah,https://wilfordwoodruffpapers.org/p/J8mo,1881-02-28,37.077,-113.577,https://wilfordwoodruffpapers.org/places?search=St.+George+Utah
Provo,Utah County,Utah,https://wilfordwoodruffpapers.org/p/Dq5n,1888-10-26,40.2457,-111.6457,https://wilfordwoodruffpapers.org/places?search=Provo+Utah
Kanab,Kane County,Utah,https://wilfordwoodruffpapers.org/p/Dq5n,1888-10-26,37.0262,-112.5219,https://wilfordwoodruffpapers.org/places?search=Kanab+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/A65z,1889-06-09,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/ywEW,1881-07-30,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/ywEW,1881-07-30,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Logan,Cache County,Utah,https://wilfordwoodruffpapers.org/p/ywEW,1881-07-30,41.74,-111.8419,https://wilfordwoodruffpapers.org/places?search=Logan+Utah
Smithfield,Cache County,Utah,https://wilfordwoodruffpapers.org/p/ywEW,1881-07-30,41.8347,-111.8266,https://wilfordwoodruffpapers.org/places?search=Smithfield+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/x6Dr,1881-10-23,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/x6Dr,1881-10-23,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Brigham City,Box Elder County,Utah,https://wilfordwoodruffpapers.org/p/x6Dr,1881-10-23,41.5034,-112.0454,https://wilfordwoodruffpapers.org/places?search=Brigham+City+Utah
Smithfield,Cache County,Utah,https://wilfordwoodruffpapers.org/p/x6Dr,1881-10-23,41.8347,-111.8266,https://wilfordwoodruffpapers.org/places?search=Smithfield+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/w0Bw,1881-05-01,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Logan,Cache County,Utah,https://wilfordwoodruffpapers.org/p/w0Bw,1881-05-01,41.74,-111.8419,https://wilfordwoodruffpapers.org/places?search=Logan+Utah
Smithfield,Cache County,Utah,https://wilfordwoodruffpapers.org/p/w0Bw,1881-05-01,41.8347,-111.8266,https://wilfordwoodruffpapers.org/places?search=Smithfield+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/r2w6,1882-01-04,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/r2w6,1882-01-04,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Logan,Cache County,Utah,https://wilfordwoodruffpapers.org/p/r2w6,1882-01-04,41.74,-111.8419,https://wilfordwoodruffpapers.org/places?search=Logan+Utah
San Francisco,San Francisco County,California,https://wilfordwoodruffpapers.org/p/qQvr,1889-04-22,37.7562,-122.443,https://wilfordwoodruffpapers.org/places?search=San+Francisco+California
Calistoga,Napa County,California,https://wilfordwoodruffpapers.org/p/qQvr,1889-04-22,38.5818,-122.5824,https://wilfordwoodruffpapers.org/places?search=Calistoga+California
Oakland,Alameda County,California,https://wilfordwoodruffpapers.org/p/qQvr,1889-04-22,37.7903,-122.2165,https://wilfordwoodruffpapers.org/places?search=Oakland+California
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/pZ06,1881-02-24,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
St. George,Washington County,Utah,https://wilfordwoodruffpapers.org/p/pZ06,1881-02-24,37.077,-113.577,https://wilfordwoodruffpapers.org/places?search=St.+George+Utah
Cedar City,Iron County,Utah,https://wilfordwoodruffpapers.org/p/pZ06,1881-02-24,37.6834,-113.0956,https://wilfordwoodruffpapers.org/places?search=Cedar+City+Utah
Kanarraville,Iron County,Utah,https://wilfordwoodruffpapers.org/p/pZ06,1881-02-24,37.5378,-113.181,https://wilfordwoodruffpapers.org/places?search=Kanarraville+Utah
Nephi,Juab County,Utah,https://wilfordwoodruffpapers.org/p/pZ06,1881-02-24,39.7072,-111.8323,https://wilfordwoodruffpapers.org/places?search=Nephi+Utah
Milford,Beaver County,Utah,https://wilfordwoodruffpapers.org/p/pZ06,1881-02-24,38.3945,-113.0123,https://wilfordwoodruffpapers.org/places?search=Milford+Utah
Minersville,Beaver County,Utah,https://wilfordwoodruffpapers.org/p/pZ06,1881-02-24,38.2335,-112.9606,https://wilfordwoodruffpapers.org/places?search=Minersville+Utah
Leeds,Kane County,Utah,https://wilfordwoodruffpapers.org/p/pZ06,1881-02-24,37.2372,-113.3471,https://wilfordwoodruffpapers.org/places?search=Leeds+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/086X,1881-07-24,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Brigham City,Box Elder County,Utah,https://wilfordwoodruffpapers.org/p/086X,1881-07-24,41.5034,-112.0454,https://wilfordwoodruffpapers.org/places?search=Brigham+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/835o,1881-10-08,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/XQJm,1881-07-20,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
St. George,Washington County,Utah,https://wilfordwoodruffpapers.org/p/RlzR,1881-04-26,37.077,-113.577,https://wilfordwoodruffpapers.org/places?search=St.+George+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/Pjxn,1889-04-20,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
San Francisco,San Francisco County,California,https://wilfordwoodruffpapers.org/p/Pjxn,1889-04-20,37.7562,-122.443,https://wilfordwoodruffpapers.org/places?search=San+Francisco+California
Kirtland,Geauga County,Ohio,https://wilfordwoodruffpapers.org/p/K8pn,1889-02-10,41.5969,-81.3406,https://wilfordwoodruffpapers.org/places?search=Kirtland+Ohio
San Francisco,San Francisco County,California,https://wilfordwoodruffpapers.org/p/GRl0,1889-02-10,37.7562,-122.443,https://wilfordwoodruffpapers.org/places?search=San+Francisco+California
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/Dqgn,1881-07-16,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Ogden,Weber County,Utah,https://wilfordwoodruffpapers.org/p/Dqgn,1881-07-16,41.2278,-111.9682,https://wilfordwoodruffpapers.org/places?search=Ogden+Utah
Nephi,Juab County,Utah,https://wilfordwoodruffpapers.org/p/Dqgn,1881-07-16,39.7072,-111.8323,https://wilfordwoodruffpapers.org/places?search=Nephi+Utah
Salt Lake City,Salt Lake County,Utah,https://wilfordwoodruffpapers.org/p/A6Vz,1881-02-13,40.7777,-111.9306,https://wilfordwoodruffpapers.org/places?search=Salt+Lake+City+Utah
Brigham City,Box Elder County,Utah,https://wilfordwoodruffpapers.org/p/A6Vz,1881-02-13,41.5034,-112.0454,https://wilfordwoodruffpapers.org/places?search=Brigham+City+Utah
Smithfield,Cache County,Utah,https://wilfordwoodruffpapers.org/p/A6Vz,1881-02-13,41.8347,-111.8266,https://wilfordwoodruffpapers.org/places?search=Smithfield+Utah
St. George,Washington County,Utah,https://wilfordwoodruffpapers.org/p/yw3W,1881-04-18,37.077,-113.577,https://wilfordwoodruffpapers.org/places?search=St.+George+Utah
